,ID,Project,Website,Product,Short_Name,Description,Access,Notebook,Format,Category,Start,End,Region,Coordinate,Spatial Resolution,Temporal Resolution,Released,Polygon,Variables,DOI,Released.1,Theme1,Theme2,Theme3,EO_Missions
45,45,4dHydro,https://4dhydro.eu,CLM 0.0275 degree discharge for Europe  (2014-01-01 - 2014-12-31),clm_emo_q_europe_0p0275deg_daily_20140101_20141231,CLM 0.0275 degree discharge output for the Europe region between 2014-01-01 and 2014-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_q_europe_0p0275deg_daily_20140101_20141231.nc,,NetCDF,,2014-01-01,2014-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",discharge,,,land,,,
46,46,4dHydro,https://4dhydro.eu,CLM 0.0275 degree discharge for Europe  (2015-01-01 - 2015-12-31),clm_emo_q_europe_0p0275deg_daily_20150101_20151231,CLM 0.0275 degree discharge output for the Europe region between 2015-01-01 and 2015-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_q_europe_0p0275deg_daily_20150101_20151231.nc,,NetCDF,,2015-01-01,2015-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",discharge,,,land,,,
47,47,4dHydro,https://4dhydro.eu,CLM 0.0275 degree discharge for Europe  (2016-01-01 - 2016-12-31),clm_emo_q_europe_0p0275deg_daily_20160101_20161231,CLM 0.0275 degree discharge output for the Europe region between 2016-01-01 and 2016-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_q_europe_0p0275deg_daily_20160101_20161231.nc,,NetCDF,,2016-01-01,2016-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",discharge,,,land,,,
48,48,4dHydro,https://4dhydro.eu,CLM 0.0275 degree discharge for Europe  (2017-01-01 - 2017-12-31),clm_emo_q_europe_0p0275deg_daily_20170101_20171231,CLM 0.0275 degree discharge output for the Europe region between 2017-01-01 and 2017-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_q_europe_0p0275deg_daily_20170101_20171231.nc,,NetCDF,,2017-01-01,2017-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",discharge,,,land,,,
49,49,4dHydro,https://4dhydro.eu,CLM 0.0275 degree discharge for Europe  (2018-01-01 - 2018-12-31),clm_emo_q_europe_0p0275deg_daily_20180101_20181231,CLM 0.0275 degree discharge output for the Europe region between 2018-01-01 and 2018-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_q_europe_0p0275deg_daily_20180101_20181231.nc,,NetCDF,,2018-01-01,2018-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",discharge,,,land,,,
50,50,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (1995-01-01 - 1995-12-31),clm_emo_sm_europe_0p0275deg_daily_19950101_19951231,CLM 0.0275 degree soil moisture output for the Europe region between 1995-01-01 and 1995-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_19950101_19951231.nc,,NetCDF,,1995-01-01,1995-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
51,51,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (1996-01-01 - 1996-12-30),clm_emo_sm_europe_0p0275deg_daily_19960101_19961230,CLM 0.0275 degree soil moisture output for the Europe region between 1996-01-01 and 1996-12-30,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_19960101_19961230.nc,,NetCDF,,1996-01-01,1996-12-30,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
52,52,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (1997-01-01 - 1997-12-31),clm_emo_sm_europe_0p0275deg_daily_19970101_19971231,CLM 0.0275 degree soil moisture output for the Europe region between 1997-01-01 and 1997-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_19970101_19971231.nc,,NetCDF,,1997-01-01,1997-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
53,53,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (1998-01-01 - 1998-12-31),clm_emo_sm_europe_0p0275deg_daily_19980101_19981231,CLM 0.0275 degree soil moisture output for the Europe region between 1998-01-01 and 1998-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_19980101_19981231.nc,,NetCDF,,1998-01-01,1998-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
54,54,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (1999-01-01 - 1999-12-31),clm_emo_sm_europe_0p0275deg_daily_19990101_19991231,CLM 0.0275 degree soil moisture output for the Europe region between 1999-01-01 and 1999-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_19990101_19991231.nc,,NetCDF,,1999-01-01,1999-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
55,55,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2000-01-01 - 2000-12-30),clm_emo_sm_europe_0p0275deg_daily_20000101_20001230,CLM 0.0275 degree soil moisture output for the Europe region between 2000-01-01 and 2000-12-30,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20000101_20001230.nc,,NetCDF,,2000-01-01,2000-12-30,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
56,56,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2001-01-01 - 2001-12-31),clm_emo_sm_europe_0p0275deg_daily_20010101_20011231,CLM 0.0275 degree soil moisture output for the Europe region between 2001-01-01 and 2001-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20010101_20011231.nc,,NetCDF,,2001-01-01,2001-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
57,57,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2002-01-01 - 2002-12-31),clm_emo_sm_europe_0p0275deg_daily_20020101_20021231,CLM 0.0275 degree soil moisture output for the Europe region between 2002-01-01 and 2002-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20020101_20021231.nc,,NetCDF,,2002-01-01,2002-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
58,58,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2003-01-01 - 2003-12-31),clm_emo_sm_europe_0p0275deg_daily_20030101_20031231,CLM 0.0275 degree soil moisture output for the Europe region between 2003-01-01 and 2003-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20030101_20031231.nc,,NetCDF,,2003-01-01,2003-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
59,59,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2004-01-01 - 2004-12-30),clm_emo_sm_europe_0p0275deg_daily_20040101_20041230,CLM 0.0275 degree soil moisture output for the Europe region between 2004-01-01 and 2004-12-30,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20040101_20041230.nc,,NetCDF,,2004-01-01,2004-12-30,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
60,60,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2005-01-01 - 2005-12-31),clm_emo_sm_europe_0p0275deg_daily_20050101_20051231,CLM 0.0275 degree soil moisture output for the Europe region between 2005-01-01 and 2005-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20050101_20051231.nc,,NetCDF,,2005-01-01,2005-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
61,61,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2006-01-01 - 2006-12-31),clm_emo_sm_europe_0p0275deg_daily_20060101_20061231,CLM 0.0275 degree soil moisture output for the Europe region between 2006-01-01 and 2006-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20060101_20061231.nc,,NetCDF,,2006-01-01,2006-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
62,62,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2007-01-01 - 2007-12-31),clm_emo_sm_europe_0p0275deg_daily_20070101_20071231,CLM 0.0275 degree soil moisture output for the Europe region between 2007-01-01 and 2007-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20070101_20071231.nc,,NetCDF,,2007-01-01,2007-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
63,63,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2008-01-01 - 2008-12-30),clm_emo_sm_europe_0p0275deg_daily_20080101_20081230,CLM 0.0275 degree soil moisture output for the Europe region between 2008-01-01 and 2008-12-30,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20080101_20081230.nc,,NetCDF,,2008-01-01,2008-12-30,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
64,64,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2009-01-01 - 2009-12-31),clm_emo_sm_europe_0p0275deg_daily_20090101_20091231,CLM 0.0275 degree soil moisture output for the Europe region between 2009-01-01 and 2009-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20090101_20091231.nc,,NetCDF,,2009-01-01,2009-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
65,65,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2010-01-01 - 2010-12-31),clm_emo_sm_europe_0p0275deg_daily_20100101_20101231,CLM 0.0275 degree soil moisture output for the Europe region between 2010-01-01 and 2010-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20100101_20101231.nc,,NetCDF,,2010-01-01,2010-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
66,66,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2011-01-01 - 2011-12-31),clm_emo_sm_europe_0p0275deg_daily_20110101_20111231,CLM 0.0275 degree soil moisture output for the Europe region between 2011-01-01 and 2011-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20110101_20111231.nc,,NetCDF,,2011-01-01,2011-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
67,67,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2012-01-01 - 2012-12-30),clm_emo_sm_europe_0p0275deg_daily_20120101_20121230,CLM 0.0275 degree soil moisture output for the Europe region between 2012-01-01 and 2012-12-30,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20120101_20121230.nc,,NetCDF,,2012-01-01,2012-12-30,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
68,68,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2013-01-01 - 2013-12-31),clm_emo_sm_europe_0p0275deg_daily_20130101_20131231,CLM 0.0275 degree soil moisture output for the Europe region between 2013-01-01 and 2013-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20130101_20131231.nc,,NetCDF,,2013-01-01,2013-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
69,69,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2014-01-01 - 2014-12-31),clm_emo_sm_europe_0p0275deg_daily_20140101_20141231,CLM 0.0275 degree soil moisture output for the Europe region between 2014-01-01 and 2014-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20140101_20141231.nc,,NetCDF,,2014-01-01,2014-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
70,70,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2015-01-01 - 2015-12-31),clm_emo_sm_europe_0p0275deg_daily_20150101_20151231,CLM 0.0275 degree soil moisture output for the Europe region between 2015-01-01 and 2015-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20150101_20151231.nc,,NetCDF,,2015-01-01,2015-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
71,71,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2016-01-01 - 2016-12-30),clm_emo_sm_europe_0p0275deg_daily_20160101_20161230,CLM 0.0275 degree soil moisture output for the Europe region between 2016-01-01 and 2016-12-30,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20160101_20161230.nc,,NetCDF,,2016-01-01,2016-12-30,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
72,72,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2017-01-01 - 2017-12-31),clm_emo_sm_europe_0p0275deg_daily_20170101_20171231,CLM 0.0275 degree soil moisture output for the Europe region between 2017-01-01 and 2017-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20170101_20171231.nc,,NetCDF,,2017-01-01,2017-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
73,73,4dHydro,https://4dhydro.eu,CLM 0.0275 degree soil moisture for Europe  (2018-01-01 - 2018-12-31),clm_emo_sm_europe_0p0275deg_daily_20180101_20181231,CLM 0.0275 degree soil moisture output for the Europe region between 2018-01-01 and 2018-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_sm_europe_0p0275deg_daily_20180101_20181231.nc,,NetCDF,,2018-01-01,2018-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",soil moisture,,,land,,,
74,74,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (1995-01-01 - 1995-12-31),clm_emo_tws_europe_0p0275deg_daily_19950101_19951231,CLM 0.0275 degree total water storage output for the Europe region between 1995-01-01 and 1995-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_19950101_19951231.nc,,NetCDF,,1995-01-01,1995-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
75,75,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (1996-01-01 - 1996-12-30),clm_emo_tws_europe_0p0275deg_daily_19960101_19961230,CLM 0.0275 degree total water storage output for the Europe region between 1996-01-01 and 1996-12-30,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_19960101_19961230.nc,,NetCDF,,1996-01-01,1996-12-30,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
76,76,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (1997-01-01 - 1997-12-31),clm_emo_tws_europe_0p0275deg_daily_19970101_19971231,CLM 0.0275 degree total water storage output for the Europe region between 1997-01-01 and 1997-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_19970101_19971231.nc,,NetCDF,,1997-01-01,1997-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
77,77,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (1998-01-01 - 1998-12-31),clm_emo_tws_europe_0p0275deg_daily_19980101_19981231,CLM 0.0275 degree total water storage output for the Europe region between 1998-01-01 and 1998-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_19980101_19981231.nc,,NetCDF,,1998-01-01,1998-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
78,78,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (1999-01-01 - 1999-12-31),clm_emo_tws_europe_0p0275deg_daily_19990101_19991231,CLM 0.0275 degree total water storage output for the Europe region between 1999-01-01 and 1999-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_19990101_19991231.nc,,NetCDF,,1999-01-01,1999-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
79,79,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (2000-01-01 - 2000-12-30),clm_emo_tws_europe_0p0275deg_daily_20000101_20001230,CLM 0.0275 degree total water storage output for the Europe region between 2000-01-01 and 2000-12-30,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20000101_20001230.nc,,NetCDF,,2000-01-01,2000-12-30,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
80,80,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (2001-01-01 - 2001-12-31),clm_emo_tws_europe_0p0275deg_daily_20010101_20011231,CLM 0.0275 degree total water storage output for the Europe region between 2001-01-01 and 2001-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20010101_20011231.nc,,NetCDF,,2001-01-01,2001-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
81,81,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (2002-01-01 - 2002-12-31),clm_emo_tws_europe_0p0275deg_daily_20020101_20021231,CLM 0.0275 degree total water storage output for the Europe region between 2002-01-01 and 2002-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20020101_20021231.nc,,NetCDF,,2002-01-01,2002-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
82,82,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (2003-01-01 - 2003-12-31),clm_emo_tws_europe_0p0275deg_daily_20030101_20031231,CLM 0.0275 degree total water storage output for the Europe region between 2003-01-01 and 2003-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20030101_20031231.nc,,NetCDF,,2003-01-01,2003-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
83,83,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (2004-01-01 - 2004-12-30),clm_emo_tws_europe_0p0275deg_daily_20040101_20041230,CLM 0.0275 degree total water storage output for the Europe region between 2004-01-01 and 2004-12-30,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20040101_20041230.nc,,NetCDF,,2004-01-01,2004-12-30,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
84,84,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (2005-01-01 - 2005-12-31),clm_emo_tws_europe_0p0275deg_daily_20050101_20051231,CLM 0.0275 degree total water storage output for the Europe region between 2005-01-01 and 2005-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20050101_20051231.nc,,NetCDF,,2005-01-01,2005-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
85,85,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (2006-01-01 - 2006-12-31),clm_emo_tws_europe_0p0275deg_daily_20060101_20061231,CLM 0.0275 degree total water storage output for the Europe region between 2006-01-01 and 2006-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20060101_20061231.nc,,NetCDF,,2006-01-01,2006-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
86,86,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (2007-01-01 - 2007-12-31),clm_emo_tws_europe_0p0275deg_daily_20070101_20071231,CLM 0.0275 degree total water storage output for the Europe region between 2007-01-01 and 2007-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20070101_20071231.nc,,NetCDF,,2007-01-01,2007-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
87,87,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (2008-01-01 - 2008-12-30),clm_emo_tws_europe_0p0275deg_daily_20080101_20081230,CLM 0.0275 degree total water storage output for the Europe region between 2008-01-01 and 2008-12-30,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20080101_20081230.nc,,NetCDF,,2008-01-01,2008-12-30,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
88,88,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (2009-01-01 - 2009-12-31),clm_emo_tws_europe_0p0275deg_daily_20090101_20091231,CLM 0.0275 degree total water storage output for the Europe region between 2009-01-01 and 2009-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20090101_20091231.nc,,NetCDF,,2009-01-01,2009-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
89,89,4dHydro,https://4dhydro.eu,CLM 0.0275 degree total water storage for Europe  (2010-01-01 - 2010-12-31),clm_emo_tws_europe_0p0275deg_daily_20100101_20101231,CLM 0.0275 degree total water storage output for the Europe region between 2010-01-01 and 2010-12-31,https://datapub.fz-juelich.de/slts/4DHydro/data_clm35_europe_3km_remap_EMO-pr-forcing//clm_emo_tws_europe_0p0275deg_daily_20100101_20101231.nc,,NetCDF,,2010-01-01,2010-12-31,europe,WGS84,0.0275 degree,daily,2024-04-03,"[[[-10,33],[41,33],[41,72],[-10,72],[-10,33]]]",total water storage,,,land,,,
